Lead_ID,Age,Budget,Location,Property_Type,Inquiry_Type,Time_Spent_on_Site,Number_of_Visits,Contacted,Converted
2859,22,13166276,Delhi,2BHK,Buy,15,9,1,1
2860,49,12541664,Mumbai,1BHK,Rent,3,7,1,0
2861,30,3980115,Pune,2BHK,Buy,27,6,0,0
2862,22,2908573,Bangalore,3BHK,Buy,21,9,0,0
2863,31,10910855,Pune,2BHK,Buy,3,3,0,0
2864,33,2346300,Mumbai,2BHK,Buy,4,4,1,0
2865,30,6460624,Delhi,2BHK,Rent,4,9,1,0
2866,34,2624747,Pune,3BHK,Buy,17,4,0,0
2867,38,11623106,Delhi,1BHK,Buy,6,7,1,0
2868,29,13672237,Mumbai,3BHK,Rent,11,9,1,1
2869,59,10882014,Bangalore,3BHK,Buy,12,4,1,1
2870,48,12197319,Mumbai,3BHK,Buy,23,9,0,1
2871,23,4318890,Pune,1BHK,Rent,28,7,1,0
2872,40,11293498,Pune,3BHK,Rent,7,4,0,0
2873,26,9151815,Pune,3BHK,Rent,13,3,1,0
2874,47,4575228,Delhi,1BHK,Buy,6,6,0,0
2875,22,6050338,Bangalore,1BHK,Buy,23,3,0,0
2876,49,10631334,Pune,1BHK,Rent,3,7,0,0
2877,58,11109810,Pune,2BHK,Rent,21,1,1,0
2878,23,5574787,Pune,1BHK,Rent,14,7,0,1
2879,36,11094776,Mumbai,2BHK,Buy,14,3,1,0
2880,50,7666639,Pune,2BHK,Buy,23,9,1,1
2881,22,10854604,Mumbai,3BHK,Rent,10,6,1,0
2882,37,3398962,Pune,2BHK,Buy,5,7,1,0
2883,32,8113924,Mumbai,3BHK,Buy,26,9,1,1
2884,55,5979062,Delhi,2BHK,Buy,2,6,0,0
2885,21,3343763,Delhi,1BHK,Rent,6,2,0,0
2886,35,8427799,Mumbai,3BHK,Rent,23,6,1,1
2887,46,2859299,Bangalore,2BHK,Buy,11,6,0,0
2888,57,4436385,Bangalore,3BHK,Rent,18,2,1,0
2889,41,7039481,Mumbai,1BHK,Buy,26,7,0,1
2890,51,11927276,Delhi,2BHK,Buy,24,9,1,1
2891,45,2979581,Mumbai,2BHK,Rent,21,4,0,0
2892,43,9530223,Bangalore,1BHK,Rent,11,5,1,1
2893,44,5812661,Mumbai,2BHK,Rent,24,6,1,1
2894,58,4969554,Delhi,2BHK,Buy,15,1,0,0
2895,48,3335184,Bangalore,3BHK,Rent,3,8,1,0
2896,41,9589252,Bangalore,2BHK,Buy,2,9,0,0
2897,38,3484632,Pune,1BHK,Buy,7,1,0,0
2898,56,7160593,Pune,2BHK,Buy,5,4,0,0
2899,55,13128571,Bangalore,3BHK,Buy,21,6,0,1
2900,29,3593526,Bangalore,2BHK,Buy,13,1,1,0
2901,58,6998964,Mumbai,3BHK,Rent,8,3,1,0
2902,50,8383244,Delhi,2BHK,Buy,29,7,1,1
2903,54,6662543,Bangalore,3BHK,Buy,9,8,1,0
2904,52,8535893,Delhi,3BHK,Rent,8,8,1,0
2905,23,12198483,Bangalore,2BHK,Buy,10,5,0,0
2906,23,11255180,Delhi,1BHK,Rent,2,1,0,0
2907,48,5097619,Pune,1BHK,Buy,10,1,1,0
2908,35,8097890,Bangalore,2BHK,Rent,11,8,1,1
2909,43,10574454,Mumbai,2BHK,Rent,23,5,0,1
2910,31,13806866,Delhi,2BHK,Rent,11,9,1,1
2911,52,10990124,Bangalore,2BHK,Rent,5,1,1,0
2912,56,13525284,Pune,2BHK,Rent,14,2,0,0
2913,53,5292025,Pune,1BHK,Buy,23,4,1,1
2914,44,13944245,Pune,3BHK,Rent,3,7,0,0
2915,59,5480069,Pune,3BHK,Rent,20,4,0,1
2916,54,14625933,Bangalore,1BHK,Rent,23,8,0,1
2917,48,6575363,Mumbai,1BHK,Buy,2,7,1,0
2918,57,12635093,Delhi,3BHK,Rent,18,5,1,1
2919,27,2420594,Mumbai,1BHK,Buy,1,7,1,0
2920,24,5000758,Delhi,2BHK,Buy,1,8,1,0
2921,57,2929441,Mumbai,1BHK,Rent,28,3,0,0
2922,21,5212058,Bangalore,1BHK,Buy,17,3,1,0
2923,21,2702726,Bangalore,1BHK,Buy,6,2,1,0
2924,40,11247362,Delhi,1BHK,Buy,13,4,1,1
2925,39,8131630,Bangalore,3BHK,Buy,21,4,0,1
2926,49,10297696,Delhi,3BHK,Buy,26,4,0,1
2927,30,13055361,Mumbai,3BHK,Rent,24,2,0,0
2928,38,12720489,Bangalore,3BHK,Buy,21,7,0,1
2929,48,9048527,Bangalore,2BHK,Buy,1,3,1,0
2930,55,11726360,Delhi,2BHK,Buy,28,1,0,0
2931,51,3533755,Delhi,3BHK,Buy,24,2,0,0
2932,47,3041431,Delhi,3BHK,Buy,6,5,1,0
2933,31,5993870,Delhi,3BHK,Rent,8,9,0,0
2934,58,7600350,Pune,1BHK,Buy,13,4,0,1
2935,25,5494029,Delhi,2BHK,Buy,2,6,1,0
2936,28,10830645,Pune,2BHK,Buy,26,3,0,0
2937,54,14611277,Mumbai,1BHK,Rent,8,9,1,0
2938,32,7518213,Delhi,1BHK,Rent,22,2,0,0
2939,58,7712845,Pune,1BHK,Rent,1,8,1,0
2940,21,5677264,Pune,2BHK,Buy,13,3,1,0
2941,51,13538705,Pune,1BHK,Buy,1,8,1,0
2942,24,4554131,Bangalore,1BHK,Buy,10,3,0,0
2943,25,12252221,Pune,1BHK,Buy,28,4,1,1
2944,50,3884624,Delhi,3BHK,Buy,5,8,1,0
2945,44,9787727,Delhi,1BHK,Buy,23,4,0,1
2946,23,12851623,Delhi,3BHK,Buy,20,9,1,1
2947,31,7414835,Pune,2BHK,Buy,13,9,1,1
2948,24,3605919,Pune,2BHK,Buy,26,6,1,0
2949,46,5869819,Bangalore,2BHK,Buy,5,1,1,0
2950,47,12445675,Mumbai,3BHK,Buy,10,9,0,0
2951,47,10658202,Bangalore,1BHK,Rent,3,9,1,0
2952,26,4570419,Delhi,2BHK,Rent,2,7,1,0
2953,35,2050272,Delhi,1BHK,Rent,2,9,1,0
2954,50,11442494,Delhi,3BHK,Rent,5,8,0,0
2955,57,10874768,Bangalore,2BHK,Buy,4,9,0,0
2956,57,9777776,Delhi,1BHK,Rent,2,9,1,0
2957,57,14565040,Delhi,1BHK,Rent,21,7,1,1
2958,55,2740176,Delhi,2BHK,Rent,26,6,0,0
2959,43,6276945,Pune,1BHK,Rent,9,2,1,0
2960,26,7974550,Mumbai,3BHK,Rent,24,7,0,1
2961,24,3588321,Pune,2BHK,Buy,9,1,1,0
2962,38,4139463,Pune,2BHK,Rent,9,6,0,0
2963,29,6067212,Mumbai,2BHK,Rent,24,6,1,1
2964,49,9491990,Mumbai,2BHK,Buy,25,7,1,1
2965,33,9810360,Bangalore,3BHK,Rent,4,2,0,0
2966,37,3492669,Mumbai,3BHK,Buy,8,4,1,0
2967,52,10748179,Bangalore,1BHK,Buy,18,2,0,0
2968,42,7407214,Bangalore,3BHK,Buy,9,4,1,0
2969,24,12878998,Pune,1BHK,Buy,29,3,1,0
2970,25,2787560,Delhi,1BHK,Rent,25,2,0,0
2971,57,4146081,Pune,2BHK,Rent,27,2,0,0
2972,33,8668845,Pune,1BHK,Buy,3,3,0,0
2973,54,6990544,Mumbai,2BHK,Rent,6,4,1,0
2974,42,7862316,Mumbai,1BHK,Buy,28,7,1,1
2975,43,4543250,Bangalore,3BHK,Rent,23,4,1,0
2976,23,7577558,Bangalore,2BHK,Rent,19,7,1,1
2977,54,5447822,Bangalore,1BHK,Buy,5,4,1,0
2978,52,2083576,Mumbai,3BHK,Rent,17,3,1,0
2979,41,4117709,Bangalore,3BHK,Buy,27,8,0,0
2980,41,13031873,Bangalore,2BHK,Buy,19,3,1,0
2981,31,6230384,Mumbai,2BHK,Rent,28,8,0,1
2982,59,6174865,Delhi,2BHK,Rent,24,2,1,0
2983,24,5928831,Pune,1BHK,Buy,3,3,0,0
2984,21,10011194,Mumbai,2BHK,Buy,8,4,0,0
2985,48,3977247,Bangalore,3BHK,Rent,9,3,1,0
2986,44,6688148,Pune,3BHK,Rent,22,6,0,1
2987,55,3615271,Mumbai,2BHK,Rent,23,9,1,0
2988,33,13654619,Pune,2BHK,Rent,22,8,0,1
2989,54,6207642,Pune,3BHK,Buy,8,4,0,0
2990,31,10989185,Delhi,1BHK,Rent,14,2,0,0
2991,56,2178982,Bangalore,3BHK,Rent,23,1,0,0
2992,37,14451797,Mumbai,3BHK,Buy,10,4,0,0
2993,55,13406718,Bangalore,3BHK,Rent,17,5,0,1
2994,38,9981806,Delhi,2BHK,Buy,3,2,0,0
2995,42,5494412,Delhi,1BHK,Buy,3,3,1,0
2996,44,6124029,Mumbai,1BHK,Rent,3,4,1,0
2997,39,5640503,Mumbai,2BHK,Rent,4,3,1,0
2998,57,7981377,Delhi,3BHK,Buy,29,8,1,1
2999,59,8154728,Mumbai,2BHK,Buy,17,2,0,0
3000,41,11215003,Pune,2BHK,Rent,14,9,0,1
3001,28,7187391,Pune,1BHK,Buy,27,6,1,1
3002,48,7643846,Delhi,1BHK,Buy,2,1,1,0
3003,25,8648529,Bangalore,2BHK,Buy,12,8,0,1
3004,37,10017855,Mumbai,2BHK,Buy,5,6,1,0
3005,57,10987831,Mumbai,1BHK,Buy,27,4,0,1
3006,56,14248488,Pune,1BHK,Buy,22,6,1,1
3007,39,13285878,Mumbai,3BHK,Buy,25,2,0,0
3008,47,11500712,Bangalore,2BHK,Rent,2,1,1,0
3009,54,3672675,Mumbai,3BHK,Buy,12,6,1,0
3010,31,10897515,Mumbai,3BHK,Rent,9,8,1,0
3011,32,13819267,Pune,3BHK,Buy,23,5,0,1
3012,41,2932280,Mumbai,1BHK,Rent,9,8,1,0
3013,31,10766365,Delhi,3BHK,Buy,20,3,1,0
3014,59,4809939,Delhi,1BHK,Rent,23,6,0,0
3015,48,14318765,Bangalore,1BHK,Rent,1,1,0,0
3016,25,5250615,Bangalore,1BHK,Rent,24,3,1,0
3017,37,13595422,Bangalore,2BHK,Rent,7,4,0,0
3018,40,13374423,Bangalore,3BHK,Buy,23,5,0,1
3019,32,13789830,Pune,1BHK,Buy,18,3,0,0
3020,26,4606041,Mumbai,2BHK,Buy,10,8,1,0
3021,37,14121932,Pune,2BHK,Buy,15,5,0,1
3022,39,4375093,Bangalore,2BHK,Rent,9,7,1,0
3023,46,6165767,Mumbai,1BHK,Buy,11,5,0,1
3024,52,13801782,Delhi,1BHK,Buy,24,8,1,1
3025,26,4553540,Pune,1BHK,Buy,1,1,0,0
3026,56,14714892,Mumbai,2BHK,Buy,11,3,0,0
3027,58,5619603,Delhi,1BHK,Rent,1,3,1,0
3028,31,12629709,Delhi,3BHK,Buy,5,3,1,0
3029,53,13490235,Bangalore,1BHK,Buy,18,6,1,1
3030,44,8318769,Delhi,1BHK,Rent,1,9,1,0
3031,43,12665240,Delhi,3BHK,Rent,10,6,1,0
3032,35,7719347,Bangalore,1BHK,Buy,28,5,1,1
3033,47,5234499,Mumbai,1BHK,Rent,13,1,1,0
3034,31,10480273,Mumbai,1BHK,Buy,27,2,1,0
3035,37,9088422,Bangalore,1BHK,Buy,8,1,0,0
3036,34,10357646,Pune,2BHK,Buy,28,6,1,1
3037,47,5975220,Bangalore,1BHK,Buy,13,3,1,0
3038,38,14337957,Mumbai,3BHK,Rent,20,5,1,1
3039,48,12352047,Pune,3BHK,Rent,2,6,0,0
3040,24,12047539,Bangalore,2BHK,Rent,21,5,1,1
3041,27,9088855,Mumbai,1BHK,Rent,12,3,0,0
3042,55,13223111,Mumbai,3BHK,Buy,27,2,0,0
3043,29,14853716,Mumbai,2BHK,Rent,29,2,0,0
3044,28,12969851,Delhi,1BHK,Rent,13,2,0,0
3045,37,14712821,Delhi,2BHK,Buy,28,4,0,1
3046,37,7675919,Pune,1BHK,Buy,22,4,0,1
3047,53,4546210,Pune,2BHK,Rent,8,3,0,0
3048,52,14723600,Pune,2BHK,Buy,15,8,0,1
3049,28,11513160,Delhi,3BHK,Buy,7,4,1,0
3050,39,10097528,Pune,3BHK,Buy,7,8,0,0
3051,58,11616994,Mumbai,2BHK,Rent,17,3,0,0
3052,23,13809587,Mumbai,1BHK,Rent,19,2,1,0
3053,25,10056796,Pune,1BHK,Rent,3,8,1,0
3054,33,14152806,Pune,1BHK,Buy,7,6,1,0
3055,51,9169675,Delhi,1BHK,Rent,12,2,1,0
3056,36,8045266,Mumbai,1BHK,Buy,14,7,1,1
3057,52,6473391,Bangalore,3BHK,Rent,2,7,1,0
3058,42,8074746,Bangalore,2BHK,Buy,26,4,1,1
3059,49,12309367,Delhi,3BHK,Buy,7,8,1,0
3060,42,4631550,Delhi,1BHK,Rent,16,3,1,0
3061,23,12984624,Delhi,2BHK,Rent,9,9,0,0
3062,30,4053171,Mumbai,1BHK,Rent,1,5,1,0
3063,41,11715790,Pune,1BHK,Rent,12,3,0,0
3064,36,5487104,Pune,2BHK,Buy,2,9,1,0
3065,32,2709441,Delhi,1BHK,Rent,27,2,1,0
3066,22,10834623,Mumbai,3BHK,Buy,22,2,0,0
3067,44,13076615,Bangalore,3BHK,Buy,18,3,0,0
3068,55,4579669,Delhi,3BHK,Rent,14,9,1,0
3069,50,5852312,Mumbai,1BHK,Buy,12,3,0,0
3070,50,9133951,Delhi,3BHK,Rent,18,5,0,1
3071,55,5987400,Mumbai,1BHK,Rent,5,9,0,0
3072,39,8110664,Mumbai,1BHK,Rent,7,6,1,0
3073,28,14731852,Delhi,3BHK,Buy,4,6,0,0
3074,46,2993477,Pune,3BHK,Rent,13,1,0,0
3075,27,12828893,Delhi,1BHK,Rent,16,2,0,0
3076,50,5167950,Pune,1BHK,Buy,22,9,1,1
3077,27,6274098,Pune,1BHK,Rent,28,8,1,1
3078,23,12025396,Bangalore,1BHK,Rent,16,2,0,0
3079,21,6010673,Mumbai,3BHK,Buy,19,5,0,1
3080,56,11172934,Delhi,1BHK,Rent,4,5,0,0
3081,45,9132537,Mumbai,1BHK,Buy,20,6,1,1
3082,57,4462282,Bangalore,1BHK,Buy,20,4,0,0
3083,21,9059559,Pune,1BHK,Buy,28,9,0,1
3084,35,11258789,Delhi,1BHK,Buy,1,5,0,0
3085,57,6427431,Mumbai,2BHK,Buy,13,4,0,1
3086,33,6184001,Bangalore,2BHK,Buy,20,9,0,1
3087,28,5287023,Pune,2BHK,Buy,20,2,0,0
3088,25,9519270,Pune,3BHK,Buy,22,2,1,0
3089,29,7067115,Mumbai,1BHK,Buy,9,3,1,0
3090,21,3904400,Pune,3BHK,Rent,10,4,1,0
3091,56,6122758,Bangalore,1BHK,Rent,6,9,0,0
3092,55,3847669,Pune,2BHK,Rent,22,5,1,0
3093,22,6528166,Delhi,1BHK,Buy,7,2,1,0
3094,43,13196355,Delhi,3BHK,Buy,23,3,0,0
3095,29,14853026,Mumbai,3BHK,Buy,16,8,0,1
3096,54,8339378,Bangalore,1BHK,Rent,17,6,0,1
3097,34,14027950,Pune,3BHK,Rent,24,5,0,1
3098,24,9319359,Pune,2BHK,Rent,1,4,1,0
3099,50,13130974,Pune,1BHK,Buy,9,4,0,0
3100,51,6213720,Delhi,2BHK,Buy,14,8,1,1
3101,58,2476684,Bangalore,2BHK,Rent,15,6,0,0
3102,31,8419601,Pune,3BHK,Rent,4,5,0,0
3103,55,11090964,Mumbai,1BHK,Buy,25,5,1,1
3104,28,3909103,Bangalore,2BHK,Rent,8,6,1,0
3105,23,4097216,Bangalore,2BHK,Rent,25,3,1,0
3106,34,14651747,Pune,1BHK,Buy,15,7,1,1
3107,33,3250033,Delhi,3BHK,Rent,22,1,1,0
3108,52,10263175,Bangalore,2BHK,Buy,25,5,0,1
3109,54,3452847,Mumbai,1BHK,Buy,4,6,0,0
3110,39,8189811,Bangalore,1BHK,Buy,19,2,1,0
3111,58,13126964,Delhi,2BHK,Rent,3,2,0,0
3112,36,8149620,Mumbai,2BHK,Buy,8,9,0,0
3113,22,6014676,Delhi,2BHK,Buy,2,2,0,0
3114,37,11632530,Pune,3BHK,Buy,28,3,0,0
3115,54,13390486,Bangalore,3BHK,Rent,22,1,1,0
3116,36,9343921,Mumbai,1BHK,Rent,25,9,0,1
3117,58,9458226,Delhi,1BHK,Rent,25,1,1,0
3118,22,3173290,Pune,2BHK,Buy,8,4,1,0
3119,22,2965730,Mumbai,1BHK,Rent,8,7,1,0
3120,46,5701351,Bangalore,3BHK,Rent,17,2,1,0
3121,33,5196275,Bangalore,1BHK,Rent,16,8,1,1
3122,51,6939113,Delhi,1BHK,Rent,16,8,1,1
3123,54,8971503,Mumbai,2BHK,Buy,16,3,0,0
3124,59,6467443,Pune,2BHK,Buy,27,4,0,1
3125,23,10838312,Pune,3BHK,Buy,7,7,1,0
3126,28,3051207,Pune,1BHK,Buy,15,5,1,0
3127,43,2137039,Delhi,1BHK,Buy,17,5,1,0
3128,34,9689454,Pune,1BHK,Buy,25,2,1,0
3129,47,6783063,Mumbai,2BHK,Rent,3,6,1,0
3130,49,8590716,Delhi,3BHK,Rent,1,4,1,0
3131,59,3927124,Bangalore,1BHK,Rent,8,5,0,0
3132,59,7670323,Delhi,1BHK,Rent,7,5,0,0
3133,21,7330222,Delhi,1BHK,Buy,18,2,0,0
3134,37,8305863,Delhi,1BHK,Buy,23,8,0,1
3135,50,13648262,Mumbai,3BHK,Rent,5,1,0,0
3136,33,2321345,Bangalore,3BHK,Rent,15,2,1,0
3137,41,2866525,Bangalore,3BHK,Buy,7,7,0,0
3138,39,2447564,Delhi,2BHK,Rent,10,7,1,0
3139,39,14076502,Delhi,1BHK,Rent,16,2,0,0
3140,45,6277404,Delhi,1BHK,Rent,28,1,0,0
3141,42,8107941,Mumbai,1BHK,Buy,23,1,1,0
3142,51,11885820,Mumbai,1BHK,Buy,2,1,1,0
3143,37,12980068,Pune,3BHK,Buy,18,6,0,1
3144,43,11660243,Bangalore,2BHK,Rent,15,7,0,1
3145,52,14101792,Pune,2BHK,Buy,23,2,1,0
3146,30,11687580,Pune,1BHK,Rent,19,6,0,1
3147,30,8017649,Delhi,3BHK,Rent,20,4,1,1
3148,56,12802766,Mumbai,2BHK,Buy,14,9,0,1
3149,28,9290985,Pune,2BHK,Buy,23,8,1,1
3150,40,12478722,Pune,1BHK,Buy,2,8,1,0
3151,52,2028004,Pune,2BHK,Buy,29,2,1,0
3152,34,2806903,Delhi,1BHK,Buy,18,5,0,0
3153,48,2524252,Delhi,3BHK,Buy,9,2,1,0
3154,44,13101868,Mumbai,1BHK,Buy,27,3,0,0
3155,35,5336967,Pune,2BHK,Rent,1,8,0,0
3156,42,14160853,Pune,1BHK,Buy,16,5,0,1
3157,50,10865652,Mumbai,1BHK,Rent,12,4,1,1
3158,24,13337500,Mumbai,1BHK,Buy,12,5,0,1
3159,33,3394689,Mumbai,1BHK,Rent,19,8,1,0
3160,43,3028464,Bangalore,1BHK,Rent,10,7,1,0
3161,28,7776634,Mumbai,1BHK,Buy,20,6,0,1
3162,38,9562161,Delhi,2BHK,Buy,5,2,1,0
3163,32,12018796,Bangalore,1BHK,Buy,3,5,1,0
3164,51,9180096,Mumbai,2BHK,Rent,9,9,1,0
3165,34,2146539,Delhi,1BHK,Buy,21,9,0,0
3166,54,5112211,Mumbai,3BHK,Buy,23,9,1,1
3167,38,5745971,Mumbai,1BHK,Rent,15,3,1,0
3168,54,12633508,Bangalore,2BHK,Rent,14,9,0,1
3169,31,6881178,Delhi,2BHK,Rent,11,9,1,1
3170,32,6741242,Pune,3BHK,Rent,13,5,1,1
3171,35,12836194,Mumbai,1BHK,Rent,7,6,1,0
3172,51,13612037,Bangalore,3BHK,Rent,27,7,0,1
3173,49,12714924,Delhi,1BHK,Rent,25,6,1,1
3174,46,9793067,Mumbai,1BHK,Rent,2,5,1,0
3175,38,4756241,Pune,2BHK,Buy,3,1,0,0
3176,52,6749943,Delhi,3BHK,Buy,20,4,1,1
3177,42,7567768,Delhi,3BHK,Rent,8,8,1,0
3178,58,6874010,Bangalore,2BHK,Rent,1,8,1,0
3179,37,9198086,Mumbai,2BHK,Rent,25,6,1,1
3180,43,3170025,Mumbai,3BHK,Rent,21,3,0,0
3181,44,11148382,Delhi,2BHK,Rent,4,8,0,0
3182,28,14327723,Mumbai,1BHK,Buy,13,7,0,1
3183,26,4031722,Delhi,3BHK,Rent,24,9,1,0
3184,25,9597603,Pune,3BHK,Rent,14,3,1,0
3185,49,6631813,Bangalore,2BHK,Buy,9,6,1,0
3186,48,11105304,Mumbai,1BHK,Rent,3,1,1,0
3187,31,11196702,Mumbai,3BHK,Rent,14,8,0,1
3188,21,5676424,Bangalore,3BHK,Buy,4,2,0,0
3189,39,2263369,Pune,1BHK,Rent,17,5,1,0
3190,29,11318308,Pune,2BHK,Rent,15,6,0,1
3191,47,8754458,Pune,2BHK,Rent,12,4,0,1
3192,54,3590143,Pune,2BHK,Buy,14,9,0,0
3193,24,9450433,Pune,2BHK,Rent,19,3,0,0
3194,56,11160276,Delhi,1BHK,Rent,10,2,0,0
3195,38,14506080,Mumbai,1BHK,Buy,5,3,1,0
3196,35,3552151,Mumbai,3BHK,Buy,29,5,1,0
3197,33,8121716,Mumbai,3BHK,Rent,24,1,0,0
3198,39,2169259,Delhi,1BHK,Rent,17,4,0,0
3199,26,4344297,Bangalore,3BHK,Rent,17,1,0,0
3200,32,4407777,Pune,1BHK,Rent,3,9,0,0
3201,57,8975291,Bangalore,2BHK,Rent,16,3,1,0
3202,37,11481736,Pune,1BHK,Rent,25,2,0,0
3203,43,2199041,Pune,1BHK,Rent,9,5,0,0
3204,46,7450486,Bangalore,3BHK,Buy,17,1,0,0
3205,49,10367415,Mumbai,1BHK,Buy,20,7,1,1
3206,53,7997845,Delhi,2BHK,Rent,12,9,0,1
3207,47,4883309,Bangalore,2BHK,Buy,24,1,0,0
3208,45,11837258,Mumbai,3BHK,Rent,2,8,0,0
3209,30,11118454,Pune,3BHK,Rent,20,8,0,1
3210,43,10463082,Mumbai,1BHK,Rent,16,7,0,1
3211,41,8578768,Pune,3BHK,Rent,23,4,0,1
3212,41,9896419,Pune,2BHK,Buy,23,7,1,1
3213,33,3813318,Mumbai,3BHK,Rent,21,2,1,0
3214,57,13857935,Pune,3BHK,Rent,23,6,0,1
3215,53,6772832,Delhi,2BHK,Rent,6,5,1,0
3216,44,12822700,Mumbai,1BHK,Rent,2,5,0,0
3217,31,5986752,Bangalore,1BHK,Buy,9,8,1,0
3218,37,3833610,Pune,3BHK,Rent,5,1,0,0
3219,24,13918661,Pune,2BHK,Buy,18,8,0,1
3220,45,12737811,Delhi,2BHK,Buy,22,4,1,1
3221,50,14499298,Delhi,2BHK,Rent,26,6,1,1
3222,29,7344491,Bangalore,1BHK,Rent,21,6,0,1
3223,41,12019518,Pune,2BHK,Rent,18,1,0,0
3224,40,8672121,Bangalore,2BHK,Buy,29,8,0,1
3225,39,6063627,Bangalore,1BHK,Buy,10,4,1,0
3226,39,11096637,Pune,2BHK,Rent,10,9,1,0
3227,32,4763357,Bangalore,1BHK,Rent,23,7,1,0
3228,57,7934299,Bangalore,3BHK,Buy,10,4,0,0
3229,37,11455578,Delhi,3BHK,Rent,29,1,1,0
3230,57,13366185,Delhi,3BHK,Buy,18,9,1,1
3231,59,9517010,Bangalore,3BHK,Buy,16,6,0,1
3232,48,13593668,Pune,3BHK,Buy,23,6,1,1
3233,55,3216953,Delhi,1BHK,Buy,6,1,1,0
3234,38,13576964,Bangalore,1BHK,Rent,12,5,0,1
3235,34,4904936,Mumbai,1BHK,Rent,28,4,1,0
3236,55,3528474,Mumbai,2BHK,Buy,4,1,0,0
3237,27,11258011,Bangalore,3BHK,Rent,20,7,1,1
3238,33,11607642,Mumbai,2BHK,Buy,16,4,0,1
3239,38,13375219,Delhi,2BHK,Rent,28,3,0,0
3240,57,9265584,Pune,2BHK,Buy,22,2,0,0
3241,33,10838889,Bangalore,3BHK,Rent,25,8,0,1
3242,56,11295252,Delhi,2BHK,Rent,26,5,1,1
3243,51,6673024,Pune,3BHK,Buy,22,9,0,1
3244,22,5154267,Mumbai,3BHK,Rent,22,5,0,1
3245,36,14715247,Mumbai,3BHK,Buy,11,1,0,0
3246,29,5985977,Mumbai,2BHK,Rent,1,5,1,0
3247,29,13774646,Mumbai,3BHK,Buy,5,5,0,0
3248,58,13741209,Delhi,3BHK,Rent,17,8,0,1
3249,31,5456979,Delhi,1BHK,Rent,11,6,1,1
3250,42,13401432,Pune,2BHK,Buy,14,5,1,1
3251,53,11798983,Bangalore,1BHK,Buy,9,8,0,0
3252,56,10969028,Pune,1BHK,Rent,10,1,1,0
3253,43,6299798,Bangalore,2BHK,Rent,4,5,0,0
3254,54,12276595,Mumbai,1BHK,Buy,2,3,0,0
3255,29,10184477,Mumbai,3BHK,Buy,25,5,1,1
3256,44,5197526,Mumbai,1BHK,Buy,6,3,0,0
3257,28,14206346,Mumbai,1BHK,Buy,27,4,1,1
3258,27,7662110,Delhi,3BHK,Rent,29,9,0,1
3259,56,3318154,Pune,1BHK,Rent,26,2,0,0
3260,38,2816460,Bangalore,3BHK,Rent,3,1,1,0
3261,23,14125182,Bangalore,2BHK,Rent,13,4,0,1
3262,48,8053643,Delhi,1BHK,Rent,12,8,1,1
3263,26,12553333,Mumbai,2BHK,Rent,18,5,0,1
3264,41,4564660,Pune,1BHK,Buy,6,9,0,0
3265,48,9331426,Mumbai,3BHK,Rent,10,3,1,0
3266,21,7420278,Delhi,1BHK,Buy,6,9,0,0
3267,56,14928035,Bangalore,2BHK,Buy,28,1,1,0
3268,41,7211536,Delhi,3BHK,Buy,28,2,1,0
3269,55,10667355,Bangalore,3BHK,Buy,25,9,1,1
3270,33,12813845,Pune,2BHK,Rent,5,9,1,0
3271,30,6236901,Bangalore,2BHK,Buy,27,5,1,1
3272,30,10058630,Pune,1BHK,Buy,15,4,1,1
3273,33,2870670,Mumbai,1BHK,Rent,15,9,1,0
3274,57,6630239,Mumbai,3BHK,Buy,12,2,1,0
3275,58,7990026,Delhi,2BHK,Buy,9,3,1,0
3276,44,3352471,Pune,2BHK,Rent,13,8,1,0
3277,22,10252926,Mumbai,1BHK,Buy,16,1,0,0
3278,42,14669890,Pune,1BHK,Rent,21,2,1,0
3279,37,5425565,Mumbai,3BHK,Rent,2,5,1,0
3280,56,9822789,Mumbai,2BHK,Rent,17,7,0,1
3281,34,5314497,Bangalore,2BHK,Rent,9,9,1,0
3282,30,12842428,Delhi,2BHK,Rent,26,3,1,0
3283,55,8651469,Bangalore,2BHK,Buy,23,4,1,1
3284,45,9666001,Pune,1BHK,Rent,19,1,1,0
3285,23,7635499,Mumbai,1BHK,Rent,28,1,0,0
3286,58,3880414,Delhi,1BHK,Rent,6,1,0,0
3287,37,10626686,Mumbai,3BHK,Rent,26,4,1,1
3288,32,5385868,Mumbai,2BHK,Rent,4,9,1,0
3289,44,5813209,Bangalore,1BHK,Buy,25,8,1,1
3290,49,4885201,Pune,2BHK,Buy,15,4,1,0
3291,45,2043016,Delhi,1BHK,Rent,18,8,0,0
3292,56,12929648,Delhi,3BHK,Buy,27,7,1,1
3293,46,3334996,Delhi,1BHK,Rent,12,6,1,0
3294,58,7998127,Pune,3BHK,Rent,12,2,0,0
3295,21,13868720,Delhi,2BHK,Rent,20,3,0,0
3296,40,13378484,Pune,1BHK,Buy,17,4,0,1
3297,48,11623991,Delhi,1BHK,Rent,7,7,1,0
3298,36,14076583,Mumbai,1BHK,Rent,20,8,1,1
3299,37,5698538,Pune,2BHK,Buy,5,8,0,0
3300,48,7692183,Bangalore,3BHK,Rent,12,4,1,1
3301,32,7646049,Delhi,3BHK,Buy,17,9,1,1
3302,47,2026567,Bangalore,1BHK,Buy,2,8,0,0
3303,50,5599467,Pune,2BHK,Rent,28,5,0,1
3304,54,11499892,Mumbai,3BHK,Buy,4,3,1,0
